dataset,conv_ratio_mean,conv_ratio_std,epoch_30_mean,epoch_30_std,min_loss_mean,min_loss_std
lipo,0.9109098273185413,0.13083588393137136,1.1710187047719955,0.1582626848616436,1.2809018202126026,0.11882955962372574
delaney,0.8035195236472628,0.1204924982797938,0.5028227144852281,0.14154581127798987,0.9126814685761928,0.11519780830123898
freesolv,0.6203675265875498,0.15041666098225467,0.5751260476186871,0.28950032549166904,1.1568369999527932,0.2793000968649244
qm7,0.6077728104241454,0.09317947552410555,0.22865790963405744,0.15366108927155225,0.7155992820858955,0.12141143245448599
qm9,0.6463906186403674,0.09060797224649626,-1.966346774995327,0.20372372303999334,-0.9940253962296992,0.2320662148243238
