dataset,task,unit,err_mean,err_std,nll_mean,nll_std,cnll_mean,cnll_std,ma_mean,ma_std,sp_mean,sp_std
lipo,u0_atom,log D,0.8857299039881812,0.14899089045023262,1.268731468750845,0.18485748229648039,1.2642929431455898,0.18657697915771113,0.024933928571428572,0.011061543147143048,0.17466621279170916,0.035042005981189686
delaney,lipo,log mol/L,0.818256152784762,0.09896135285389777,1.184581588795323,0.12437646990300073,1.172570738441197,0.12642516081709831,0.040841445427728613,0.025062889471047303,0.20628702075164254,0.051523242957629
freesolv,freesolv,kcal/mol,1.6155601993861646,0.3492976301435644,1.8305516177651608,0.20126614288987682,1.7875347796298287,0.22579144455119313,0.0853062176165803,0.050948582565675186,0.21794938671812403,0.13465793110960755
qm7,logSolubility,kcal/mol,46.26470871860292,1.4537104553648554,5.6423770373606565,0.084988937834602,5.6226717289513655,0.09004168220049873,0.2740629941434846,0.013076576823436402,0.6309262281887209,0.03447473268270749
qm9,mu,D,0.6995883300432905,0.07877345275768154,1.137230026219439,0.10853052404484378,1.1196928166713693,0.12113199929603505,0.03190583127940848,0.019607001377958764,0.5008596532478462,0.021325910618727725
qm9,alpha,a_0^3,0.4381728736237709,0.0738474479609178,0.771726088703475,0.16502760348434684,0.7285511233229145,0.18361864501791672,0.09457353051012025,0.014725084893195956,0.37131824680486203,0.014220813369182425
qm9,homo,eV,0.1459387956298206,0.022801341783005767,-0.3031033840444631,0.154759660332139,-0.34357624301674067,0.17182839591617127,0.0718435842856076,0.01689105496994422,0.2927953207834506,0.03511352894337649
qm9,lumo,eV,0.15418836429700863,0.03179748818912968,-0.25592602515153895,0.18815508627237698,-0.32015004102928213,0.20286330270634578,0.09844966016879528,0.0175560885523767,0.3516192749934944,0.014771617931348369
qm9,gap,eV,0.2101968414017263,0.04119574129402373,0.062370045373197056,0.19302538913566067,0.005246517553590957,0.21194097534293774,0.09208893494659795,0.016541624730595953,0.3446044724546168,0.028043998494619516
qm9,r2,a_0^2,34.76361470209392,4.543060034532945,5.044765030253496,0.14027250661713667,5.000790366562604,0.15138774167196026,0.08584276271566212,0.017840535643334366,0.5514589309400384,0.02988504061021533
qm9,zpve,eV,0.006825118224219526,0.0009870442723228141,-3.3234449381579148,0.12313356097400917,-3.3234449381579148,0.12313356097400917,0.1263202068862499,0.029174150801740902,0.4113208057288501,0.029295365314718345
qm9,cv,cal/mol K,0.21649581735986856,0.03727051657081236,0.0012737377594293706,0.18044323436097764,-0.06450027358210877,0.1988507436315728,0.10546054597057286,0.023378760301111263,0.5261478222974676,0.04215139319152152
qm9,u0,kcal/mol,0.02072524023436882,0.007820692499411704,-0.40999104891208654,0.8126597006882929,-1.1284336758958204,1.3335642954917672,0.42375448129061166,0.013445672990654,0.11373226746427327,0.09791598747022695
qm9,u298,kcal/mol,0.020528625389812878,0.007232764603135941,-0.4452662000167321,0.7805573933878411,-1.164847904299305,1.3054950790088493,0.4243021323474494,0.014188589751420315,0.10258122842395256,0.07318708374997689
qm9,h298,kcal/mol,0.02017453521731205,0.007759944314144739,-0.43328021535464467,0.7387962923037379,-1.1708852965255938,1.293559612509668,0.4284771080737919,0.008290725731728097,0.10220943015830865,0.0654033833998003
qm9,g298,kcal/mol,0.02119202262036206,0.0066794762452315245,-0.4521378564906242,0.7440545899665393,-1.1251132608143097,1.2502882377473568,0.4201031630442901,0.01267045721730976,0.0791733369843197,0.1115374585639454
