dataset,time_mean_hour,time_std_hour
lipo,6.2622862749795125,0.5270946590311789
delaney,2.266258038431406,0.06405083062208898
freesolv,2.1532132422758474,0.038215835381043346
qm7,2.359176675495174,0.25677133953761394
qm9,34.68965309919582,1.739810569869811
