dataset,time_mean_minute,time_std_minute
lipo,6.0444251385913494,1.1186839341071186
delaney,1.6239843940426564,0.31102659416734013
freesolv,0.7845218882821072,0.14152909555119453
qm7,2.2629113725925745,0.4947741196916544
qm9,149.04283543074862,41.67673287231949
